ID;Brand;Price
4650;Subaru;67326
4651;Toyota;49922
4652;Audi;13848
4653;Mazda;74825
4654;Volkswagen;64729
4655;Nissan;61095
4656;Chevrolet;50465
4657;Ford;41480
4658;Volkswagen;31770
4659;Honda;35585
4660;Mercedes-Benz;71721
4661;Audi;64200
4662;Jeep;11965
4663;Jaguar;61651
4664;Nissan;38304
4665;BMW;58941
4666;Volkswagen;62390
4667;Porsche;26360
4668;Jeep;69408
4669;Toyota;60809
4670;Mazda;9488
4671;Audi;75072
4672;Mercedes-Benz;64093
4673;Toyota;39224
4674;BMW;48645
4675;Lexus;75049
4676;Mercedes-Benz;9207
4677;Mercedes-Benz;17557
4678;Lexus;60765
4679;Volkswagen;21552
4680;Chevrolet;16582
4681;Porsche;45446
4682;Land Rover;17585
4683;Mazda;67020
4684;Jaguar;34269
4685;Ford;55685
4686;Nissan;75998
4687;Kia;42328
4688;Audi;19800
4689;Kia;57575
4690;Lexus;55738
4691;Nissan;29379
4692;Hyundai;54333
4693;Ford;40149
4694;Volkswagen;71128
4695;Tesla;12461
4696;Mazda;58223
4697;Mazda;34177
4698;Hyundai;44979
4699;Volkswagen;67498
4700;Ford;56548
4701;Kia;68005
4702;Volkswagen;52814
4703;Tesla;78446
4704;Hyundai;6007
4705;Jeep;62243
4706;Honda;31827
4707;Mercedes-Benz;13967
4708;Chevrolet;34027
4709;Honda;74515
4710;Chevrolet;33513
4711;Kia;69024
4712;BMW;9875
4713;Audi;54218
4714;Chevrolet;27398
4715;Volkswagen;62929
4716;Jaguar;13105
4717;Lexus;6851
4718;Subaru;79433
4719;BMW;14980
4720;Ford;15491
4721;Audi;74503
4722;Jaguar;54607
4723;Mercedes-Benz;24177
4724;Ford;50955
4725;Honda;15462
4726;Audi;68149
4727;Jeep;24241
4728;Nissan;25624
4729;Mazda;19903
4730;Toyota;60358
4731;Lexus;48220
4732;Porsche;43347
4733;BMW;29646
4734;Toyota;29193
4735;Toyota;48273
4736;Subaru;58252
4737;BMW;76948
4738;Jaguar;42522
4739;Jaguar;52779
4740;Volvo;74621
4741;Porsche;46323
4742;Nissan;76477
4743;Jaguar;11936
4744;Volkswagen;10322
4745;Audi;13682
4746;Kia;39164
4747;Chevrolet;33029
4748;Tesla;25169
4749;Hyundai;33462
4750;BMW;64577
4751;Toyota;75886
4752;Volvo;51540
4753;Mercedes-Benz;28062
4754;Tesla;24065
4755;Jaguar;60895
4756;Hyundai;46006
4757;Audi;17578
4758;Mazda;68364
4759;Toyota;48682
4760;Toyota;72220
4761;Volkswagen;62002
4762;Jeep;45936
4763;Audi;46678
4764;Audi;42078
4765;Jeep;66850
4766;Volvo;73367
4767;Porsche;77580
4768;Kia;63772
4769;Audi;42123
4770;Toyota;77356
4771;Volkswagen;29090
4772;Honda;78725
4773;Honda;48150
4774;Volvo;74349
4775;Subaru;75893
4776;Porsche;49822
4777;Jeep;32143
4778;Subaru;64862
4779;Volvo;71185
4780;Porsche;30978
4781;Porsche;48176
4782;Jaguar;66201
4783;Porsche;34131
4784;Ford;13951
4785;Mercedes-Benz;41282
4786;Volkswagen;76856
4787;Mercedes-Benz;69240
4788;Ford;60451
4789;Jeep;78917
4790;Jeep;47053
4791;Lexus;37996
4792;Volkswagen;71262
4793;Tesla;29864
4794;Chevrolet;31656
4795;Tesla;56234
4796;Subaru;76401
4797;Volvo;52664
4798;Ford;7622
4799;Mazda;28376
4800;Kia;45128
4801;Mercedes-Benz;15901
4802;Chevrolet;47166
4803;Jeep;33777
4804;Mazda;78367
4805;Chevrolet;27790
4806;Kia;66637
4807;Land Rover;68979
4808;Mazda;21808
4809;Honda;42765
4810;Lexus;16567
4811;Volkswagen;17760
4812;Ford;14613
4813;Honda;40068
4814;Honda;47600
4815;Mazda;16522
4816;Kia;30453
4817;Ford;53078
4818;Volvo;25898
4819;Jeep;69380
4820;Land Rover;31352
4821;Jaguar;51039
4822;Lexus;65660
4823;Audi;44007
4824;Chevrolet;74352
4825;Porsche;65324
4826;Jaguar;65792
4827;Kia;39184
4828;Jaguar;66654
4829;Jaguar;24963
4830;Volkswagen;40017
4831;Subaru;29770
4832;Toyota;74285
4833;Volkswagen;36733
4834;Kia;61503
4835;Porsche;56048
4836;Toyota;48894
4837;BMW;26149
4838;Kia;5518
4839;Toyota;43788
4840;Volvo;49947
4841;Toyota;45234
4842;Volkswagen;35218
4843;Volkswagen;70325
4844;Mercedes-Benz;15433
4845;Chevrolet;62474
4846;Lexus;22057
4847;Nissan;68684
4848;Toyota;72498
4849;Volvo;78104
4850;Mercedes-Benz;59531
4851;Ford;35788
4852;Chevrolet;74732
4853;Jaguar;37651
4854;Lexus;37615
4855;Honda;38548
4856;Lexus;33016
4857;Volkswagen;57649
4858;Volvo;20160
4859;Mazda;19887
4860;Lexus;55779
4861;Volvo;24812
4862;Porsche;41498
4863;Lexus;66639
4864;Chevrolet;28436
4865;Hyundai;5645
4866;BMW;69004
4867;Honda;39343
4868;Jeep;60158
4869;Mazda;36114
4870;Subaru;12408
4871;Hyundai;40628
4872;Volvo;49921
4873;BMW;54547
4874;Chevrolet;56062
4875;Chevrolet;31478
4876;Jaguar;22157
4877;Land Rover;51495
4878;Volvo;10786
4879;Jaguar;45513
4880;Volkswagen;68519
4881;Nissan;67546
4882;Lexus;79334
4883;Nissan;60297
4884;Porsche;64140
4885;Tesla;33695
4886;Honda;75537
4887;Tesla;45641
4888;Toyota;20601
4889;Toyota;16516
4890;Land Rover;12855
4891;Lexus;62120
4892;Jaguar;60748
4893;BMW;65231
4894;Mazda;52534
4895;Toyota;22360
4896;Honda;75991
4897;Mazda;13755
4898;Volvo;19893
4899;Ford;5825
4900;Ford;10534
4901;Ford;21304
4902;Land Rover;32300
4903;Nissan;20927
4904;BMW;28849
4905;Jeep;35544
4906;Mercedes-Benz;33492
4907;Mercedes-Benz;58610
4908;Land Rover;54112
4909;Jaguar;66636
4910;Volkswagen;41812
4911;Ford;15906
4912;Ford;30175
4913;Lexus;37245
4914;Honda;64438
4915;Tesla;15501
4916;Volkswagen;64384
4917;Audi;36354
4918;Honda;9057
4919;BMW;55601
4920;Land Rover;23189
4921;Honda;57274
4922;Jaguar;35521
4923;Jeep;43605
4924;Honda;49514
4925;Toyota;17859
4926;Toyota;72569
4927;Jeep;74672
4928;Tesla;67750
4929;Volkswagen;25037
4930;Mercedes-Benz;66862
4931;Land Rover;14147
4932;Volkswagen;51469
4933;Land Rover;57409
4934;Chevrolet;38915
4935;Audi;50793
4936;Toyota;11575
4937;Chevrolet;7255
4938;Audi;39078
4939;Hyundai;70961
4940;Subaru;78080
4941;Chevrolet;77463
4942;Honda;72334
4943;Jeep;12954
4944;Subaru;25375
4945;Volvo;36076
4946;Chevrolet;70255
4947;Lexus;36529
4948;Subaru;39072
4949;Chevrolet;9071
4950;Audi;50406
4951;BMW;77853
4952;BMW;53764
4953;Porsche;71522
4954;Porsche;57780
4955;Toyota;20479
4956;Mazda;15181
4957;Toyota;60701
4958;Audi;55836
4959;Land Rover;6785
4960;Tesla;71701
4961;Jaguar;33987
4962;Volkswagen;11583
4963;Kia;31096
4964;Volkswagen;76666
4965;Mazda;35216
4966;Tesla;32418
4967;Hyundai;19982
4968;Volkswagen;25882
4969;Volvo;39059
4970;BMW;18940
4971;Porsche;38184
4972;Porsche;33592
4973;Honda;28431
4974;Hyundai;71155
4975;Honda;71230
4976;Subaru;72221
4977;Chevrolet;53671
4978;Subaru;56188
4979;Chevrolet;12985
4980;Ford;42046
4981;BMW;7408
4982;Audi;63891
4983;Nissan;13723
4984;Mercedes-Benz;63339
4985;Land Rover;23366
4986;Jeep;11616
4987;Jeep;17147
4988;Porsche;63497
4989;Honda;66475
4990;Hyundai;15263
4991;Land Rover;14256
4992;Jaguar;14150
4993;Nissan;71761
4994;Ford;68955
4995;Nissan;10110
4996;Nissan;79889
4997;Mercedes-Benz;69433
4998;Land Rover;13203
4999;Porsche;43791
5000;Chevrolet;16271
5001;Mercedes-Benz;70468
5002;Ford;64508
5003;Porsche;32801
5004;BMW;76795
5005;Land Rover;5954
5006;Mercedes-Benz;63354
5007;Ford;31749
5008;Hyundai;66736
5009;Honda;6151
5010;Porsche;22772
5011;Toyota;22704
5012;Porsche;57705
5013;Jaguar;58412
5014;Mazda;14419
5015;Ford;19051
5016;Porsche;77166
5017;Jeep;23590
5018;Honda;39918
5019;Mazda;43725
5020;Porsche;7227
5021;Tesla;39193
5022;Mazda;74609
5023;Ford;53137
5024;Land Rover;38407
5025;Mercedes-Benz;68705
5026;Land Rover;25412
5027;Lexus;78213
5028;Toyota;66173
5029;Tesla;24313
5030;Lexus;72463
5031;Tesla;24655
5032;Chevrolet;53435
5033;Audi;10999
5034;Subaru;5868
5035;Jaguar;56430
5036;Lexus;45336
5037;Ford;19243
5038;Porsche;19687
5039;Ford;67681
5040;Hyundai;75991
5041;Lexus;37360
5042;Jaguar;49773
5043;Jeep;50539
5044;Ford;60838
5045;Ford;36073
5046;Chevrolet;23831
5047;Honda;55261
5048;Mazda;14876
5049;Audi;61589
5050;Volkswagen;79049
5051;Volkswagen;63836
5052;Kia;34572
5053;Subaru;78789
5054;Lexus;43928
5055;Jeep;18951
5056;Mercedes-Benz;71817
5057;Audi;25692
5058;Subaru;75991
5059;Subaru;34844
5060;Hyundai;69948
5061;Toyota;60102
5062;Ford;77510
5063;Jeep;69941
5064;Volkswagen;37925
5065;Jaguar;67969
5066;Lexus;46776
5067;Hyundai;79180
5068;Kia;54344
5069;Nissan;29241
5070;Ford;8856
5071;Hyundai;61689
5072;Land Rover;44886
5073;Land Rover;75358
5074;BMW;44293
5075;Subaru;56874
5076;Jaguar;46232
5077;Hyundai;63190
5078;Nissan;13726
5079;Mercedes-Benz;55997
5080;Mercedes-Benz;39977
5081;Subaru;29983
5082;Jaguar;30596
5083;Toyota;35733
5084;Nissan;60094
5085;Ford;22235
5086;Volkswagen;17787
5087;Toyota;6261
5088;Mercedes-Benz;54058
5089;Mazda;24832
5090;Tesla;26738
5091;Ford;70122
5092;Ford;5857
5093;Land Rover;18922
5094;Mazda;38475
5095;Volkswagen;33035
5096;Volvo;23494
5097;Mercedes-Benz;65003
5098;Mercedes-Benz;50189
5099;Jeep;17531
5100;Toyota;41309
5101;Volkswagen;43498
5102;Porsche;76565
5103;Jaguar;29849
5104;Honda;73395
5105;Volvo;61915
5106;Toyota;35368
5107;Lexus;55315
5108;Audi;75653
5109;Subaru;39862
5110;Mazda;62346
5111;Tesla;21004
5112;BMW;21013
5113;Mazda;24173
5114;Honda;63185
5115;Mazda;29766
5116;Chevrolet;13052
5117;Mercedes-Benz;56839
5118;BMW;66152
5119;Porsche;26005
5120;Ford;61423
5121;Volvo;42519
5122;Nissan;69097
5123;Land Rover;13878
5124;Lexus;78253
5125;Ford;7593
5126;Honda;64078
5127;Honda;39853
5128;Subaru;34294
5129;BMW;51012
5130;Land Rover;72742
5131;Volvo;70721
5132;Porsche;33508
5133;Hyundai;19945
5134;Volvo;62170
5135;Honda;39659
5136;Subaru;16059
5137;Honda;30051
5138;Subaru;7705
5139;Lexus;63187
5140;Volkswagen;72166
5141;Jaguar;25437
5142;Jeep;13544
5143;Hyundai;52713
5144;Volvo;67527
5145;Subaru;26496
5146;Mercedes-Benz;35779
5147;Audi;12125
5148;Jaguar;13602
5149;Volvo;14899
5150;Ford;15728
5151;Nissan;37055
5152;Kia;74483
5153;Ford;41297
5154;Hyundai;27010
5155;Land Rover;41570
5156;Mercedes-Benz;25077
5157;BMW;38119
5158;Kia;72856
5159;Ford;54337
5160;Volvo;8797
5161;Hyundai;13464
5162;Porsche;23266
5163;Nissan;44246
5164;Volvo;67944
5165;Toyota;34069
5166;Tesla;38614
5167;Kia;60967
5168;Volkswagen;74423
5169;Porsche;66335
5170;Jaguar;55813
5171;Nissan;38356
5172;Volkswagen;21485
5173;Honda;31461
5174;Chevrolet;5914
5175;Jaguar;6777
5176;Lexus;18184
5177;Kia;33820
5178;Nissan;24712
5179;Honda;16256
5180;BMW;7484
5181;Volkswagen;41004
5182;Tesla;66446
5183;Land Rover;44087
5184;Subaru;78144
5185;Ford;72790
5186;BMW;60730
5187;Toyota;22352
5188;BMW;36050
5189;Mazda;32575
5190;Honda;22649
5191;BMW;27328
5192;BMW;12348
5193;Volvo;20782
5194;Hyundai;46924
5195;Kia;5941
5196;Subaru;61937
5197;Mazda;70487
5198;BMW;24974
5199;Lexus;74880
5200;Tesla;15779
5201;Jaguar;36729
5202;Volvo;14849
5203;Ford;15626
5204;Jaguar;63005
5205;Jeep;75148
5206;Honda;65319
5207;Land Rover;75004
5208;Jeep;59261
5209;Mazda;39750
5210;Jaguar;26724
5211;Nissan;43100
5212;Mercedes-Benz;50599
5213;Ford;25288
5214;Mercedes-Benz;58893
5215;Audi;28782
5216;Porsche;79455
5217;Hyundai;48931
5218;Honda;29768
5219;Ford;40716
5220;Mazda;50184
5221;Nissan;8040
5222;Chevrolet;77551
5223;Subaru;71793
5224;BMW;39100
5225;Hyundai;23758
5226;Chevrolet;10573
5227;Jeep;58745
5228;Chevrolet;64788
5229;Kia;34353
5230;Volkswagen;10463
5231;Jaguar;25239
5232;Subaru;54563
5233;Nissan;10922
5234;Lexus;5345
5235;Land Rover;56435
5236;BMW;65148
5237;Ford;5432
5238;Jeep;19191
5239;Chevrolet;39078
5240;Volvo;42656
5241;Jaguar;49966
5242;Tesla;69640
5243;Subaru;75463
5244;Toyota;28637
5245;Hyundai;78302
5246;Jeep;77396
5247;BMW;7071
5248;Kia;64297
5249;BMW;62779
5250;Chevrolet;17688
5251;Ford;37366
5252;Tesla;59538
5253;Tesla;30824
5254;Hyundai;70291
5255;Honda;40043
5256;Mazda;43085
5257;Audi;70284
5258;Mercedes-Benz;78931
5259;Land Rover;29993
5260;Honda;6428
5261;Volvo;23965
5262;Mazda;35938
5263;Toyota;21371
5264;Porsche;53574
5265;Toyota;17335
5266;Chevrolet;42774
5267;Nissan;71818
5268;Tesla;74582
5269;Subaru;28787
5270;Jeep;48236
5271;Audi;53991
5272;Mazda;29999
5273;Porsche;14431
5274;Porsche;5842
5275;Nissan;8332
5276;Ford;65086
5277;Volkswagen;11087
5278;Tesla;28763
5279;Mazda;62649
5280;Toyota;25173
5281;Tesla;71578
5282;Ford;78789
5283;Volvo;61517
5284;Nissan;24460
5285;Audi;41836
5286;Mazda;41753
5287;Jeep;47364
5288;Kia;41351
5289;Chevrolet;32835
5290;Volvo;61035
5291;Land Rover;71796
5292;Volkswagen;56835
5293;Volkswagen;9356
5294;Lexus;66715
5295;Mazda;27611
5296;Porsche;59624
5297;Chevrolet;5328
5298;Audi;54740
5299;Ford;54929
5300;Land Rover;51339
5301;Ford;37067
5302;Mercedes-Benz;24880
5303;Lexus;65047
5304;Nissan;45746
5305;Toyota;20492
5306;Mazda;46858
5307;Chevrolet;11411
5308;Volkswagen;56895
5309;Land Rover;65870
5310;Jeep;68740
5311;Mercedes-Benz;62006
5312;Volvo;51706
5313;Land Rover;47011
5314;Hyundai;54330
5315;Nissan;51422
5316;Jeep;27747
5317;Mercedes-Benz;44597
5318;Subaru;69434
5319;Chevrolet;23512
5320;Subaru;44411
5321;Porsche;49009
5322;Chevrolet;67966
5323;Audi;60730
5324;Mercedes-Benz;31096
5325;BMW;18492
5326;Kia;56832
5327;Honda;36485
5328;Ford;19818
5329;Volvo;18102
5330;Volkswagen;50023
5331;Tesla;55946
5332;Tesla;36366
5333;Toyota;31883
5334;Hyundai;75066
5335;Mazda;23198
5336;Mazda;22373
5337;Volkswagen;31395
5338;Audi;64057
5339;Hyundai;43604
5340;Mercedes-Benz;62710
5341;Subaru;24502
5342;Jeep;46560
5343;Jaguar;69987
5344;Audi;21616
5345;Volkswagen;16558
5346;Volvo;58043
5347;Tesla;64301
5348;BMW;23620
5349;Jeep;70226
5350;Land Rover;46085
5351;Toyota;16623
5352;BMW;71961
5353;Land Rover;13967
5354;BMW;28642
5355;Audi;54202
5356;Honda;52173
5357;Porsche;74743
5358;Mercedes-Benz;44543
5359;Toyota;37898
5360;Mazda;63200
5361;Jeep;52291
5362;Honda;78868
5363;Subaru;44668
5364;Jeep;76251
5365;Mazda;45609
5366;Mercedes-Benz;16568
5367;Ford;42957
5368;Land Rover;7761
5369;Volkswagen;27976
5370;Porsche;54511
5371;Ford;39367
5372;Mercedes-Benz;59190
5373;Nissan;69283
5374;Subaru;8595
5375;BMW;48631
5376;Kia;41229
5377;Ford;23844
5378;Jeep;68917
5379;Jeep;63537
5380;Volkswagen;57804
5381;Nissan;32913
5382;Audi;36205
5383;Toyota;14983
5384;Jaguar;60625
5385;Subaru;32966
5386;Honda;33529
5387;Tesla;65517
5388;Mercedes-Benz;14002
5389;Volkswagen;13148
5390;Audi;39823
5391;Volkswagen;7996
5392;Subaru;38777
5393;Mazda;26934
5394;Honda;6029
5395;Mazda;8898
5396;Honda;46810
5397;Volkswagen;57361
5398;Volkswagen;74641
5399;Jeep;72357
5400;Audi;71076
5401;Mercedes-Benz;22448
5402;Land Rover;10377
5403;Lexus;20413
5404;Land Rover;75527
5405;Mazda;54135
5406;Volkswagen;16578
5407;Jaguar;9796
5408;Hyundai;74070
5409;Porsche;72392
5410;Honda;15986
5411;Hyundai;57533
5412;BMW;52370
5413;Mazda;38548
5414;Mazda;26321
5415;Land Rover;70251
5416;Nissan;45763
5417;Land Rover;31112
5418;Volkswagen;48061
5419;Hyundai;7755
5420;Audi;32314
5421;Volkswagen;18533
5422;Toyota;75995
5423;Honda;51825
5424;Kia;60134
5425;BMW;32225
5426;Kia;25020
5427;Land Rover;5423
5428;BMW;16816
5429;Tesla;62690
5430;Toyota;54366
5431;Jaguar;45070
5432;Volvo;45289
5433;Kia;50110
5434;Mazda;49828
5435;Porsche;7047
5436;Chevrolet;63235
5437;Ford;16793
5438;Volvo;37593
5439;Mercedes-Benz;65182
5440;Jeep;13714
5441;Jeep;28043
5442;Jeep;34443
5443;Kia;75398
5444;Toyota;56144
5445;Volkswagen;51261
5446;Audi;37228
5447;Jaguar;51008
5448;Mazda;79420
5449;Ford;35102
5450;Volkswagen;10662
5451;Volkswagen;55261
5452;Volvo;67197
5453;Jeep;37290
5454;Kia;35308
5455;Mazda;36402
5456;Tesla;5006
5457;Porsche;26070
5458;Kia;34501
5459;Chevrolet;13818
5460;Audi;77431
5461;Honda;60732
5462;Toyota;51146
5463;Land Rover;77028
5464;Mercedes-Benz;54172
5465;Volkswagen;75699
5466;Tesla;14966
5467;Land Rover;31567
5468;Lexus;26037
5469;Hyundai;61127
5470;Volvo;12363
5471;Hyundai;35870
5472;BMW;15557
5473;Honda;31554
5474;BMW;73980
5475;Toyota;45330
5476;Nissan;64769
5477;Chevrolet;57561
5478;Toyota;69524
5479;Lexus;65422
5480;Toyota;66540
5481;Hyundai;72177
5482;Jeep;45873
5483;Subaru;12393
5484;Honda;6458
5485;Chevrolet;37161
5486;Audi;33401
5487;Porsche;76292
5488;Volkswagen;18489
5489;Ford;51718
5490;Mazda;26018
5491;Jaguar;71222
5492;Volvo;17221
5493;Ford;9814
5494;Lexus;30367
5495;Volkswagen;23846
5496;Lexus;64673
5497;Porsche;34652
5498;Volvo;62549
5499;Porsche;16680
5500;Hyundai;52539
5501;Audi;23590
5502;Jeep;11960
5503;Audi;60224
5504;Audi;24532
5505;Lexus;21529
5506;Audi;43345
5507;Chevrolet;68713
5508;Tesla;52406
5509;Volvo;69573
5510;Land Rover;77462
5511;Volvo;7895
5512;Toyota;56422
5513;Honda;14727
5514;Mazda;42501
5515;Audi;33690
5516;Tesla;73872
5517;Nissan;55711
5518;Nissan;31492
5519;Jaguar;18163
5520;BMW;54806
5521;Nissan;14279
5522;Audi;70277
5523;Chevrolet;75054
5524;Honda;28371
5525;Porsche;11490
5526;Mercedes-Benz;33020
5527;Lexus;51862
5528;Mercedes-Benz;65618
5529;Volvo;19372
5530;Jaguar;22693
5531;Volkswagen;62738
5532;Jeep;58560
5533;Land Rover;31935
5534;Honda;24839
5535;Honda;54463
5536;Mazda;56300
5537;Land Rover;67429
5538;Volkswagen;31114
5539;Audi;52621
5540;Mazda;42206
5541;Porsche;6240
5542;Chevrolet;79201
5543;Volvo;42384
5544;Volvo;79372
5545;Honda;45187
5546;Lexus;73549
5547;Toyota;47800
5548;Mercedes-Benz;58944
5549;Hyundai;15543
5550;Mercedes-Benz;33179
5551;Hyundai;73348
5552;Porsche;16020
5553;Honda;35773
5554;Land Rover;58943
5555;Kia;67695
5556;Lexus;14043
5557;Lexus;42320
5558;Audi;31856
5559;Hyundai;47999
5560;BMW;51650
5561;Hyundai;47893
5562;BMW;57264
5563;Ford;68864
5564;Audi;64972
5565;Nissan;71313
5566;Land Rover;14826
5567;Hyundai;64545
5568;Hyundai;22782
5569;Tesla;41067
5570;Subaru;39629
5571;Land Rover;5575
5572;Hyundai;7336
5573;Land Rover;14919
5574;Tesla;70482
5575;BMW;18557
5576;Nissan;69666
5577;Mazda;66902
5578;Hyundai;50019
5579;Jeep;70638
5580;Honda;58728
5581;Tesla;46152
5582;Honda;17352
5583;Nissan;42314
5584;Jeep;40221
5585;Jeep;54353
5586;Lexus;48871
5587;Volkswagen;7815
5588;Honda;17733
5589;Audi;65381
5590;Toyota;49461
5591;Land Rover;60882
5592;Mercedes-Benz;69756
5593;Mercedes-Benz;37906
5594;Lexus;10654
5595;Tesla;39333
5596;Mazda;75011
5597;Toyota;35110
5598;Volkswagen;27770
5599;Ford;46642
5600;Nissan;11835
5601;Kia;45070
5602;Nissan;39248
5603;Jaguar;22044
5604;Porsche;42849
5605;Hyundai;55103
5606;Nissan;74921
5607;Toyota;76254
5608;Honda;5700
5609;Lexus;50111
5610;BMW;34246
5611;Kia;42926
5612;Kia;23636
5613;Audi;38011
5614;Volkswagen;72399
5615;Hyundai;58372
5616;Tesla;30938
5617;Honda;23978
5618;BMW;16009
5619;Land Rover;69430
5620;Subaru;75043
5621;Honda;18722
5622;Volkswagen;12852
5623;Chevrolet;22573
5624;BMW;47258
5625;Lexus;71201
5626;Honda;47975
5627;Tesla;17494
5628;Hyundai;78684
5629;Hyundai;74816
5630;Nissan;45261
5631;Audi;61202
5632;Land Rover;50619
5633;Chevrolet;21324
5634;BMW;50296
5635;Volvo;39615
5636;Lexus;53250
5637;Mercedes-Benz;12778
5638;Jeep;29833
5639;Jaguar;65292
5640;Volkswagen;77991
5641;Volkswagen;65133
5642;Audi;17179
5643;Land Rover;69665
5644;Nissan;48000
5645;Jeep;14631
5646;Toyota;63688
5647;BMW;33034
5648;Jaguar;17621
5649;Tesla;62367
5650;Audi;52170
5651;Land Rover;22473
5652;Volvo;20256
5653;Ford;22472
5654;Ford;60960
5655;Audi;31661
5656;Jaguar;18582
5657;BMW;70976
5658;Chevrolet;63715
5659;BMW;65196
5660;Volvo;24831
5661;Honda;16480
5662;Chevrolet;52857
5663;Ford;18065
5664;BMW;9182
5665;BMW;16838
5666;Chevrolet;42304
5667;Mercedes-Benz;20932
5668;Jeep;33222
5669;Audi;34032
5670;Audi;63504
5671;Subaru;56310
5672;Porsche;56800
5673;Volvo;21343
5674;Audi;52100
5675;Audi;10951
5676;Hyundai;19698
5677;Porsche;28920
5678;Audi;52055
5679;Volvo;48566
5680;Lexus;25001
5681;Porsche;70641
5682;Subaru;6210
5683;BMW;73404
5684;BMW;70504
5685;Kia;6309
5686;Audi;17621
5687;Lexus;55591
5688;Tesla;77665
5689;Honda;34646
5690;Kia;20001
5691;BMW;59257
5692;Ford;8398
5693;Jaguar;19825
5694;Volvo;38821
5695;Audi;72634
5696;Toyota;28352
5697;Tesla;11081
5698;Porsche;73502
5699;Land Rover;68532
5700;Toyota;58060
5701;Ford;62427
5702;Mercedes-Benz;74511
5703;Kia;21571
5704;Mazda;18107
5705;Mercedes-Benz;55094
5706;Tesla;47639
5707;Mercedes-Benz;6804
5708;Volvo;10829
5709;Jaguar;68056
5710;Lexus;5195
5711;Chevrolet;8713
5712;Honda;45925
5713;Tesla;75564
5714;Hyundai;36749
5715;Jeep;33026
5716;Volkswagen;14316
5717;Nissan;16055
5718;Porsche;14708
5719;Mercedes-Benz;10158
5720;Kia;79762
5721;Porsche;76447
5722;Ford;69696
5723;Jeep;66682
5724;Mazda;6012
5725;Hyundai;19410
5726;Nissan;29497
5727;Land Rover;79407
5728;BMW;74958
5729;Subaru;54885
5730;Honda;19917
5731;Honda;67137
5732;Lexus;47159
5733;BMW;11147
5734;Volkswagen;16290
5735;Volkswagen;39962
5736;Tesla;6079
5737;Lexus;52779
5738;Kia;50044
5739;Ford;79591
5740;Kia;50469
5741;Kia;46647
5742;Lexus;25810
5743;Nissan;37649
5744;Volvo;34908
5745;Porsche;50811
5746;Mazda;49253
5747;Jeep;31491
5748;Kia;75807
5749;Jeep;15570
5750;Tesla;70581
5751;Mazda;5116
5752;Volkswagen;20586
5753;Chevrolet;32893
5754;Subaru;52488
5755;Porsche;69873
5756;Audi;53449
5757;Jaguar;22131
5758;Ford;17714
5759;Mercedes-Benz;27896
5760;Volkswagen;40262
5761;Jaguar;56301
5762;Volkswagen;74690
5763;Porsche;45320
5764;Chevrolet;34165
5765;Lexus;57830
5766;Jeep;77154
5767;Hyundai;31952
5768;Nissan;33964
5769;Nissan;41652
5770;Honda;57812
5771;Toyota;45967
5772;Volvo;48022
5773;Jaguar;38521
5774;Lexus;69871
5775;Hyundai;40082
5776;Lexus;18064
5777;BMW;15850
5778;Kia;10204
5779;Volvo;65120
5780;Jeep;23456
5781;Hyundai;79918
5782;Audi;44063
5783;Toyota;48939
5784;Audi;5638
5785;Audi;22286
5786;Kia;77184
5787;Volkswagen;59235
5788;Lexus;66573
5789;Honda;58815
5790;Ford;10027
5791;Toyota;53335
5792;BMW;40312
5793;Kia;62681
5794;Jeep;72971
5795;Toyota;34704
5796;Lexus;37305
5797;Mercedes-Benz;27420
5798;Volvo;76362
5799;Ford;53901
5800;Kia;65963
5801;Honda;74349
5802;Land Rover;69893
5803;Tesla;19520
5804;Porsche;60730
5805;Chevrolet;34970
5806;Tesla;22166
5807;Volvo;20067
5808;Toyota;36673
5809;Land Rover;43257
5810;Honda;35106
5811;Porsche;5679
5812;Chevrolet;49405
5813;Lexus;17345
5814;Land Rover;13705
5815;Lexus;59840
5816;Audi;56309
5817;Jeep;60763
5818;Toyota;78614
5819;Kia;75660
5820;Audi;44299
5821;Subaru;35850
5822;Volkswagen;63165
5823;Volkswagen;64656
5824;Audi;57790
5825;Hyundai;49621
5826;Volkswagen;19604
5827;Mazda;48741
5828;BMW;65287
5829;Hyundai;26094
5830;Toyota;74764
5831;Honda;71797
5832;Land Rover;51881
5833;Nissan;32007
5834;Porsche;47099
5835;Hyundai;20418
5836;Audi;79535
5837;Volkswagen;49192
5838;Audi;43455
5839;Chevrolet;74250
5840;Porsche;59786
5841;Lexus;11910
5842;Hyundai;23912
5843;Porsche;31907
5844;Honda;73696
5845;Land Rover;58576
5846;Ford;5016
5847;Ford;46763
5848;Tesla;73164
5849;Volvo;21766
5850;Ford;56696
5851;Mazda;77667
5852;Mercedes-Benz;27943
5853;Porsche;22573
5854;Porsche;66444
5855;Audi;54790
5856;Hyundai;27542
5857;Volvo;23316
5858;Land Rover;69717
5859;Mercedes-Benz;13404
5860;Lexus;33483
5861;Volvo;74399
5862;Tesla;10790
5863;Hyundai;45442
5864;Land Rover;8467
5865;Kia;27848
5866;Toyota;26175
5867;Toyota;60145
5868;Land Rover;65531
5869;Mercedes-Benz;79214
5870;Land Rover;10611
5871;Mazda;68058
5872;Chevrolet;6126
5873;Mazda;76236
5874;Jaguar;69591
5875;Audi;11343
5876;Jaguar;78674
5877;Audi;46263
5878;Subaru;53990
5879;Jaguar;73523
5880;Toyota;20246
5881;Toyota;27329
